class_index,class_name,precision,recall,f1,support
0,01_opishnyan_ceramics,0.9653579676674365,0.8343313373253493,0.8950749464668094,501
1,02_ornek,0.9622222222222222,0.9863325740318907,0.9741282339707537,439
2,03_bubnivka_ceramics,0.7615384615384615,0.9295774647887324,0.8372093023255814,213
3,04_petrykivka_painting,0.9960629921259843,0.9730769230769231,0.9844357976653697,260
4,05_kosiv_ceramics,0.9256756756756757,0.9785714285714285,0.9513888888888888,280
