evaluation_scope,class_index,class_name,precision,recall,f1,support
nested_outer_oof_v3,0,01_opishnyan_ceramics,0.9665178571428571,0.8642714570858283,0.9125395152792413,501
nested_outer_oof_v3,1,02_ornek,0.9686800894854586,0.9863325740318907,0.9774266365688488,439
nested_outer_oof_v3,2,03_bubnivka_ceramics,0.784,0.92018779342723,0.8466522678185745,213
nested_outer_oof_v3,3,04_petrykivka_painting,0.9960474308300395,0.9692307692307692,0.9824561403508771,260
nested_outer_oof_v3,4,05_kosiv_ceramics,0.9355932203389831,0.9857142857142858,0.96,280
