scope,outer_fold,stage,configuration_id,base_configuration_id,motif_configuration_id,motif_descriptor,c_value,source_group_exponent,descriptor_dimensions,complexity_rank,is_exact_reference,eligible,eligibility_failures,eligible_selection_rank,selected,evaluated_examples,fit_count,maximum_iterations,accuracy,macro_f1,balanced_accuracy,source_group_balanced_accuracy,ceramic_worst_group_recall,robustness_score,readiness_score,minimum_fold_readiness_score,hard_three_accuracy,opishnyan_recall,bubnivka_recall,bubnivka_precision,ceramic_macro_f1,per_class_recall_json,per_class_group_recall_json
outer_inner_oof,0,base,global_cls__c10__source0,global_cls__c10__source0,,not_applicable,10.0,0.0,0,6,True,True,,3,False,1193,4,89,0.8885163453478625,0.8746480078605039,0.8836561504943858,0.8744821807803177,0.49337715855573,0.630839036081641,,,,0.6166666666666667,0.8941176470588236,,,"{""01_opishnyan_ceramics"":0.6166666666666667,""02_ornek"":0.9772079772079773,""03_bubnivka_ceramics"":0.8941176470588236,""04_petrykivka_painting"":0.9615384615384616,""05_kosiv_ceramics"":0.96875}","{""01_opishnyan_ceramics"":0.49337715855573,""02_ornek"":0.9769452449567724,""03_bubnivka_ceramics"":0.9491384432560903,""04_petrykivka_painting"":0.9726631393298059,""05_kosiv_ceramics"":0.9802869178031897}"
outer_inner_oof,0,base,global_cls__c10__source0p5,global_cls__c10__source0p5,,not_applicable,10.0,0.5,0,6,False,True,,2,False,1193,4,90,0.8968985750209556,0.8845177361527325,0.8906570961718021,0.8844054444766198,0.5707744636316064,0.6937919365039391,,,,0.6666666666666666,0.8823529411764706,,,"{""01_opishnyan_ceramics"":0.6666666666666666,""02_ornek"":0.9829059829059829,""03_bubnivka_ceramics"":0.8823529411764706,""04_petrykivka_painting"":0.9615384615384616,""05_kosiv_ceramics"":0.9598214285714286}","{""01_opishnyan_ceramics"":0.5707744636316064,""02_ornek"":0.9827089337175793,""03_bubnivka_ceramics"":0.9275698158051099,""04_petrykivka_painting"":0.9726631393298059,""05_kosiv_ceramics"":0.9683108698989981}"
outer_inner_oof,0,base,three_view_cls_logit_ensemble__c100__source0p5,three_view_cls_logit_ensemble__c100__source0p5,,not_applicable,100.0,0.5,0,8,False,True,,1,True,1193,12,116,0.8977367979882649,0.8843022609087914,0.891936334362805,0.8944667447157819,0.6003573494174999,0.7184787643003917,,,,0.6416666666666667,0.888235294117647,,,"{""01_opishnyan_ceramics"":0.6416666666666667,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.888235294117647,""04_petrykivka_painting"":0.9663461538461539,""05_kosiv_ceramics"":0.9776785714285714}","{""01_opishnyan_ceramics"":0.6003573494174999,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.9269162210338681,""04_petrykivka_painting"":0.9779541446208112,""05_kosiv_ceramics"":0.9815152304087478}"
outer_inner_oof,0,motif,motif_none,three_view_cls_logit_ensemble__c100__source0p5,motif_none,none,,0.5,0,0,True,True,,3,False,1193,0,0,0.8977367979882649,0.8843022609087914,0.891936334362805,0.8944667447157819,0.6003573494174999,0.7184787643003917,0.7490219119424874,0.6605248908953227,0.5869565217391305,0.6416666666666667,0.888235294117647,0.722488038277512,0.8229204091463305,"{""01_opishnyan_ceramics"":0.6416666666666667,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.888235294117647,""04_petrykivka_painting"":0.9663461538461539,""05_kosiv_ceramics"":0.9776785714285714}","{""01_opishnyan_ceramics"":0.6003573494174999,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.9269162210338681,""04_petrykivka_painting"":0.9779541446208112,""05_kosiv_ceramics"":0.9815152304087478}"
outer_inner_oof,0,motif,motif_uniform_mean__c1__source0p5,three_view_cls_logit_ensemble__c100__source0p5,motif_uniform_mean__c1__source0p5,uniform_mean,1.0,0.5,384,1,False,False,recall_drop:02_ornek|recall_drop:05_kosiv_ceramics,,False,1193,12,57,0.8977367979882649,0.8875615475719372,0.8925135567047331,0.9160439726430496,0.7190607012035584,0.8056869163641049,0.7893586706441761,0.6082471913826254,0.6467391304347826,0.7,0.8705882352941177,0.74,0.8306181568223105,"{""01_opishnyan_ceramics"":0.7,""02_ornek"":0.9658119658119658,""03_bubnivka_ceramics"":0.8705882352941177,""04_petrykivka_painting"":0.9663461538461539,""05_kosiv_ceramics"":0.9598214285714286}","{""01_opishnyan_ceramics"":0.7190607012035584,""02_ornek"":0.9654178674351584,""03_bubnivka_ceramics"":0.9452168746286392,""04_petrykivka_painting"":0.9829512051734274,""05_kosiv_ceramics"":0.9675732147744646}"
outer_inner_oof,0,motif,motif_uniform_mean__c10__source0p5,three_view_cls_logit_ensemble__c100__source0p5,motif_uniform_mean__c10__source0p5,uniform_mean,10.0,0.5,384,1,False,False,recall_drop:05_kosiv_ceramics,,False,1193,12,79,0.9019279128248114,0.8899785082649746,0.8958972264119323,0.899380009608494,0.6079940579470655,0.7255235623962785,0.7618222736827793,0.6211717778210422,0.6195652173913043,0.6666666666666666,0.8823529411764706,0.7281553398058253,0.8305036689580994,"{""01_opishnyan_ceramics"":0.6666666666666666,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.8823529411764706,""04_petrykivka_painting"":0.9759615384615384,""05_kosiv_ceramics"":0.96875}","{""01_opishnyan_ceramics"":0.6079940579470655,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.9452168746286395,""04_petrykivka_painting"":0.9835390946502057,""05_kosiv_ceramics"":0.9745592427185762}"
outer_inner_oof,0,motif,motif_texture_weighted_mean__c1__source0p5,three_view_cls_logit_ensemble__c100__source0p5,motif_texture_weighted_mean__c1__source0p5,texture_weighted_mean,1.0,0.5,384,2,False,False,recall_drop:02_ornek|recall_drop:05_kosiv_ceramics,,False,1193,12,61,0.8960603520536463,0.8864851264836979,0.8909512138188609,0.9035972199820355,0.6857339089481946,0.7797333639215517,0.789012582791895,0.6144643317973801,0.6684782608695652,0.7125,0.8588235294117647,0.7525773195876289,0.8298468489479726,"{""01_opishnyan_ceramics"":0.7125,""02_ornek"":0.9572649572649573,""03_bubnivka_ceramics"":0.8588235294117647,""04_petrykivka_painting"":0.9663461538461539,""05_kosiv_ceramics"":0.9598214285714286}","{""01_opishnyan_ceramics"":0.6857339089481946,""02_ornek"":0.9567723342939481,""03_bubnivka_ceramics"":0.9249554367201426,""04_petrykivka_painting"":0.9829512051734274,""05_kosiv_ceramics"":0.9675732147744646}"
outer_inner_oof,0,motif,motif_texture_weighted_mean__c10__source0p5,three_view_cls_logit_ensemble__c100__source0p5,motif_texture_weighted_mean__c10__source0p5,texture_weighted_mean,10.0,0.5,384,2,False,True,,2,False,1193,12,82,0.9069572506286673,0.8953758359192016,0.9004892085039143,0.9017826043637195,0.608084428103225,0.7263685443240572,0.7688925739862871,0.6348089984737522,0.6304347826086957,0.675,0.8823529411764706,0.746268656716418,0.8394444442155109,"{""01_opishnyan_ceramics"":0.675,""02_ornek"":0.9914529914529915,""03_bubnivka_ceramics"":0.8823529411764706,""04_petrykivka_painting"":0.9759615384615384,""05_kosiv_ceramics"":0.9776785714285714}","{""01_opishnyan_ceramics"":0.608084428103225,""02_ornek"":0.9913544668587896,""03_bubnivka_ceramics"":0.9451574569221628,""04_petrykivka_painting"":0.9835390946502057,""05_kosiv_ceramics"":0.980777575284214}"
outer_inner_oof,0,motif,motif_texture_top2_mean__c1__source0p5,three_view_cls_logit_ensemble__c100__source0p5,motif_texture_top2_mean__c1__source0p5,texture_top2_mean,1.0,0.5,384,3,False,False,recall_drop:02_ornek|recall_drop:05_kosiv_ceramics,,False,1193,12,58,0.8952221290863369,0.8855388095757514,0.8894717673394144,0.9059168653079128,0.685897435897436,0.7807016868493157,0.7879665482284187,0.604844575629958,0.6630434782608695,0.7083333333333334,0.8588235294117647,0.7564766839378239,0.8281938965256374,"{""01_opishnyan_ceramics"":0.7083333333333334,""02_ornek"":0.9629629629629629,""03_bubnivka_ceramics"":0.8588235294117647,""04_petrykivka_painting"":0.9663461538461539,""05_kosiv_ceramics"":0.9508928571428571}","{""01_opishnyan_ceramics"":0.685897435897436,""02_ornek"":0.962536023054755,""03_bubnivka_ceramics"":0.9426024955436721,""04_petrykivka_painting"":0.9829512051734274,""05_kosiv_ceramics"":0.955597166870273}"
outer_inner_oof,0,motif,motif_texture_top2_mean__c10__source0p5,three_view_cls_logit_ensemble__c100__source0p5,motif_texture_top2_mean__c10__source0p5,texture_top2_mean,10.0,0.5,384,3,False,True,,1,True,1193,12,82,0.9086336965632859,0.8977001380967679,0.9028492721875075,0.9088628741369552,0.6455889035776253,0.7549308313431928,0.7815451981048613,0.6488305479690799,0.6413043478260869,0.6875,0.8941176470588236,0.7487684729064039,0.8445422697970201,"{""01_opishnyan_ceramics"":0.6875,""02_ornek"":0.9886039886039886,""03_bubnivka_ceramics"":0.8941176470588236,""04_petrykivka_painting"":0.9663461538461539,""05_kosiv_ceramics"":0.9776785714285714}","{""01_opishnyan_ceramics"":0.6455889035776253,""02_ornek"":0.9884726224783862,""03_bubnivka_ceramics"":0.946524064171123,""04_petrykivka_painting"":0.9829512051734274,""05_kosiv_ceramics"":0.980777575284214}"
