evaluation_scope,class_index,class_name,precision,recall,f1,support
nested_outer_oof,0,01_opishnyan_ceramics,0.9584245076586433,0.874251497005988,0.9144050104384134,501
nested_outer_oof,1,02_ornek,0.9665178571428571,0.9863325740318907,0.9763246899661782,439
nested_outer_oof,2,03_bubnivka_ceramics,0.7966804979253111,0.9014084507042254,0.8458149779735683,213
nested_outer_oof,3,04_petrykivka_painting,0.9960474308300395,0.9692307692307692,0.9824561403508771,260
nested_outer_oof,4,05_kosiv_ceramics,0.9387755102040817,0.9857142857142858,0.9616724738675958,280
