scope,outer_fold,stage,configuration_id,base_configuration_id,correction_configuration_id,feature_family,correction,c_value,source_group_exponent,blend_weight,combined_view_count,is_exact_reference,eligible,eligibility_failures,eligible_selection_rank,selected,evaluated_examples,fit_count,maximum_iterations,accuracy,macro_f1,balanced_accuracy,source_group_balanced_accuracy,ceramic_worst_group_recall,robustness_score,minimum_fold_source_group_balanced_accuracy,boundary_score,minimum_fold_boundary_score,opishnyan_recall,bubnivka_recall,bubnivka_precision,ceramic_macro_f1,per_class_recall_json,per_class_group_recall_json
full_development_oof,,correction,pair_global_cls__c10__source0p5__blend0p75,global_cls__c10__source0p5,pair_global_cls__c10__source0p5__blend0p75,pair_global_cls,pairwise_conditional_logit_blend,10.0,0.5,0.75,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,46,0.93502658003544,0.9318033803696559,0.9392826736373602,0.8803342543913711,0.5566012656569012,0.6820002057975443,,0.8593713092837807,0.6964551670141221,0.8642714570858283,0.8967136150234741,0.7860082304526749,0.9008302876543391,"{""01_opishnyan_ceramics"":0.8642714570858283,""02_ornek"":0.9840546697038725,""03_bubnivka_ceramics"":0.8967136150234741,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9821428571428571}","{""01_opishnyan_ceramics"":0.5566012656569012,""02_ornek"":0.9839080459770115,""03_bubnivka_ceramics"":0.9007326007326006,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9818678104893741}"
full_development_oof,,correction,pair_global_cls__c10__source0p5__blend1,global_cls__c10__source0p5,pair_global_cls__c10__source0p5__blend1,pair_global_cls,pairwise_conditional_logit_blend,10.0,0.5,1.0,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,46,0.9344359125812167,0.9312708417493498,0.9388834720405539,0.880037590982185,0.5551179486109706,0.6807968178070234,,0.8585918027964156,0.7032657054640875,0.8622754491017964,0.8967136150234741,0.7860082304526749,0.8995762560567129,"{""01_opishnyan_ceramics"":0.8622754491017964,""02_ornek"":0.9840546697038725,""03_bubnivka_ceramics"":0.8967136150234741,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9821428571428571}","{""01_opishnyan_ceramics"":0.5551179486109706,""02_ornek"":0.9839080459770115,""03_bubnivka_ceramics"":0.9007326007326006,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9818678104893741}"
full_development_oof,,correction,pair_global_cls__c100__source0__blend0p25,global_cls__c10__source0p5,pair_global_cls__c100__source0__blend0p25,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.0,0.25,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,59,0.9344359125812167,0.9315158001119082,0.9405027686585854,0.8841463044103179,0.5533171934073117,0.6806619471875175,,0.856399936123997,0.7054860795694634,0.8562874251497006,0.9107981220657277,0.7729083665338645,0.8999845199943101,"{""01_opishnyan_ceramics"":0.8562874251497006,""02_ornek"":0.9840546697038725,""03_bubnivka_ceramics"":0.9107981220657277,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9821428571428571}","{""01_opishnyan_ceramics"":0.5533171934073117,""02_ornek"":0.9839080459770115,""03_bubnivka_ceramics"":0.9230769230769231,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9818678104893741}"
full_development_oof,,correction,pair_global_cls__c100__source0__blend0p5,global_cls__c10__source0p5,pair_global_cls__c100__source0__blend0p5,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.0,0.5,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,59,0.9338452451269935,0.9312414851349498,0.9417228636798105,0.8791155245428772,0.5157090816158968,0.6500714968670079,,0.8553761459454169,0.7014063872483806,0.8483033932135728,0.9248826291079812,0.7665369649805448,0.8995273283660462,"{""01_opishnyan_ceramics"":0.8483033932135728,""02_ornek"":0.9840546697038725,""03_bubnivka_ceramics"":0.9248826291079812,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9821428571428571}","{""01_opishnyan_ceramics"":0.5157090816158968,""02_ornek"":0.9839080459770115,""03_bubnivka_ceramics"":0.9355311355311356,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9818678104893741}"
full_development_oof,,correction,pair_global_cls__c100__source0__blend0p75,global_cls__c10__source0p5,pair_global_cls__c100__source0__blend0p75,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.0,0.75,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,59,0.9344359125812167,0.9318685766108699,0.9418069811591376,0.8790766967849288,0.5157099126058385,0.6500615411999175,,0.8584904259891611,0.6929931128025847,0.8522954091816367,0.9248826291079812,0.7725490196078432,0.9005724808259127,"{""01_opishnyan_ceramics"":0.8522954091816367,""02_ornek"":0.9840546697038725,""03_bubnivka_ceramics"":0.9248826291079812,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9785714285714285}","{""01_opishnyan_ceramics"":0.5157099126058385,""02_ornek"":0.9839080459770115,""03_bubnivka_ceramics"":0.9355311355311356,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9816728407096901}"
full_development_oof,,correction,pair_global_cls__c100__source0__blend1,global_cls__c10__source0p5,pair_global_cls__c100__source0__blend1,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.0,1.0,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,59,0.9344359125812167,0.9319615783390465,0.9423467466984816,0.8789684686549221,0.5148024715895045,0.649310624934455,,0.8583677319131479,0.6855030497751342,0.8502994011976048,0.9295774647887324,0.7704280155642024,0.900727483706207,"{""01_opishnyan_ceramics"":0.8502994011976048,""02_ornek"":0.9840546697038725,""03_bubnivka_ceramics"":0.9295774647887324,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9785714285714285}","{""01_opishnyan_ceramics"":0.5148024715895045,""02_ornek"":0.9839080459770115,""03_bubnivka_ceramics"":0.9358974358974359,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9816728407096901}"
full_development_oof,,correction,pair_global_cls__c100__source0p5__blend0p25,global_cls__c10__source0p5,pair_global_cls__c100__source0p5__blend0p25,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.5,0.25,6,False,True,,12,False,1693,5,46,0.9344359125812167,0.9316864583114649,0.9404463893897882,0.8905830860195131,0.5877999520280014,0.7081854725965744,,0.8579976675922414,0.7054860795694634,0.8582834331337326,0.9107981220657277,0.776,0.9006549505904732,"{""01_opishnyan_ceramics"":0.8582834331337326,""02_ornek"":0.9817767653758542,""03_bubnivka_ceramics"":0.9107981220657277,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9821428571428571}","{""01_opishnyan_ceramics"":0.5877999520280014,""02_ornek"":0.9816091954022989,""03_bubnivka_ceramics"":0.9230769230769231,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9818678104893741}"
full_development_oof,,correction,pair_global_cls__c100__source0p5__blend0p5,global_cls__c10__source0p5,pair_global_cls__c100__source0p5__blend0p5,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.5,0.5,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,46,0.93502658003544,0.9323203020053097,0.9405305068691152,0.8839443699466129,0.5548013414431839,0.6817236963073928,,0.8611385615587425,0.7192815945097466,0.8622754491017964,0.9107981220657277,0.782258064516129,0.901711356746881,"{""01_opishnyan_ceramics"":0.8622754491017964,""02_ornek"":0.9817767653758542,""03_bubnivka_ceramics"":0.9107981220657277,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9785714285714285}","{""01_opishnyan_ceramics"":0.5548013414431839,""02_ornek"":0.9816091954022989,""03_bubnivka_ceramics"":0.9230769230769231,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9816728407096901}"
full_development_oof,,correction,pair_global_cls__c100__source0p5__blend0p75,global_cls__c10__source0p5,pair_global_cls__c100__source0p5__blend0p75,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.5,0.75,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,46,0.9338452451269935,0.9312314822498646,0.9402718692148463,0.8855977075346146,0.552079018394182,0.6801527829588896,,0.857690628252136,0.7192815945097466,0.8562874251497006,0.9154929577464789,0.7738095238095238,0.8998966571544725,"{""01_opishnyan_ceramics"":0.8562874251497006,""02_ornek"":0.9817767653758542,""03_bubnivka_ceramics"":0.9154929577464789,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9785714285714285}","{""01_opishnyan_ceramics"":0.552079018394182,""02_ornek"":0.9816091954022989,""03_bubnivka_ceramics"":0.9340659340659341,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9816728407096901}"
full_development_oof,,correction,pair_global_cls__c100__source0p5__blend1,global_cls__c10__source0p5,pair_global_cls__c100__source0p5__blend1,pair_global_cls,pairwise_conditional_logit_blend,100.0,0.5,1.0,6,False,False,source_robustness_drop|opishnyan_group_recall_drop,,False,1693,5,46,0.9332545776727702,0.9304736955642398,0.9387931365393521,0.8854515862632665,0.5528136135026429,0.6806668075727791,,0.8561361367971577,0.7101488679499995,0.8582834331337326,0.9061032863849765,0.7751004016064257,0.8982664050994588,"{""01_opishnyan_ceramics"":0.8582834331337326,""02_ornek"":0.9817767653758542,""03_bubnivka_ceramics"":0.9061032863849765,""04_petrykivka_painting"":0.9692307692307692,""05_kosiv_ceramics"":0.9785714285714285}","{""01_opishnyan_ceramics"":0.5528136135026429,""02_ornek"":0.9816091954022989,""03_bubnivka_ceramics"":0.9326007326007325,""04_petrykivka_painting"":0.9785615491009682,""05_kosiv_ceramics"":0.9816728407096901}"
