evaluation_scope,class_index,class_name,precision,recall,f1,support
nested_outer_oof_v5,0,01_opishnyan_ceramics,0.9545454545454546,0.8802395209580839,0.9158878504672897,501
nested_outer_oof_v5,1,02_ornek,0.9774774774774775,0.9886104783599089,0.9830124575311439,439
nested_outer_oof_v5,2,03_bubnivka_ceramics,0.7983539094650206,0.9107981220657277,0.8508771929824561,213
nested_outer_oof_v5,3,04_petrykivka_painting,0.9922178988326849,0.9807692307692307,0.9864603481624759,260
nested_outer_oof_v5,4,05_kosiv_ceramics,0.9616724738675958,0.9857142857142858,0.9735449735449735,280
