class_index,class_name,precision,recall,f1,support
0,01_opishnyan_ceramics,0.9564220183486238,0.8323353293413174,0.8900747065101388,501
1,02_ornek,0.9684684684684685,0.979498861047836,0.9739524348810872,439
2,03_bubnivka_ceramics,0.748062015503876,0.9061032863849765,0.8195329087048833,213
3,04_petrykivka_painting,0.9920948616600791,0.9653846153846154,0.9785575048732943,260
4,05_kosiv_ceramics,0.9072847682119205,0.9785714285714285,0.9415807560137457,280
